country,city_name,name,address,rating,reviews_count,phone,website,business_type,hours,latitude,longitude,place_id,scraped_at
Estonia,Tallinn,GASGAS Eesti | Mototehnika ja E-Jalgrataste müük | www.gasgas.ee,"Tähnase tee 1, Peetri, 75312 Harju maakond, Estonia",5.0,18,+372 501 1272,https://gasgas.ee/,Motorcycle repair shop,Closed ⋅ Opens 11 AM,59.4011605,24.8169344,ChIJvQG_T2iUkkYRkBJJPM8AfOU,2025-10-25T02:59:42.790916
Estonia,Tallinn,Harley-Davidson Tallinn,"Punane tn 74a, 13619 Tallinn, Estonia",4.7,89,+372 673 2202,http://www.harley-davidson-tallinn.ee/,Harley-Davidson dealer,Closed ⋅ Opens 10 AM,59.4385369,24.8614924,ChIJ52MYcMbtkkYR-gUUQR4g6OM,2025-10-25T02:59:42.790908
Estonia,Tallinn,Helmetshop.ee,"Vesipapi tn 8, 12916 Tallinn, Estonia",4.9,13,+372 5830 3131,https://helmetshop.ee/,Motorcycle shop,Closed ⋅ Opens 10 AM,59.4144985,24.6920784,ChIJE0o_eRaVkkYRt6JbPqEz8W4,2025-10-25T02:59:42.790928
Estonia,Tallinn,KikasDesign,"Läike tee 3c, Peetri, 75312 Harju maakond, Estonia",5.0,5,+372 5662 5803,http://www.kikasdesign.com/,Motorcycle repair shop,,59.4002573,24.821065,ChIJsRwOlGvrkkYRRYsKtOELXkY,2025-10-25T02:59:41.483356
Estonia,Tallinn,MM Impex OÜ,"Peterburi tee 34-4, 11415 Tallinn, Estonia",3.0,2,+372 5627 7711,http://www.freetime.ee/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,59.4257454,24.8068485,ChIJ2z5WjLGVkkYRja5KtTq1B_g,2025-10-25T02:59:42.790913
Estonia,Tallinn,MOTOREM,"Härgmäe tn 17, 13525 Tallinn, Estonia",4.4,56,+372 520 4415,http://www.motorem.ee/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,59.3965531,24.6038164,ChIJiReJ_6KVkkYRg8_Cj-Zt964,2025-10-25T02:59:41.483321
Estonia,Tallinn,MRT Tech,"Tondi tn 92, 11316 Tallinn, Estonia",4.8,110,+372 525 6002,http://www.mrttech.ee/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,59.4030082,24.7109132,ChIJ5YTfg7OVkkYRdWhRVBaaaiI,2025-10-25T02:59:41.483298
Estonia,Tallinn,"Monaco Grupp OÜ, www.radiaator.ee","Pärnu mnt. 388, 11612 Tallinn, Estonia",4.6,42,+372 672 0393,http://www.radiaator.ee/,Radiator shop,Closed ⋅ Opens 9 AM Mon,59.3821833,24.6658026,ChIJGXG9mQuVkkYR4d2ZNY4AwMw,2025-10-25T02:59:42.790921
Estonia,Tallinn,Moto AS,"Tondi tn 44, 11316 Tallinn, Estonia",4.5,129,+372 677 3030,http://www.intermoto.ee/,Motor scooter dealer,Closed ⋅ Opens 10 AM,59.4083333,24.7249999,ChIJFaP9kumUkkYRPVS1jW6MAvQ,2025-10-25T02:59:42.790910
Estonia,Tallinn,Moto Doctor,"Laki tn 21, 12915 Tallinn, Estonia",5.0,7,+372 5394 4771,https://www.instagram.com/moto_doctor100?igsh=MW1iNDRyMG5yMjE1bg==,Motorcycle repair shop,Closed ⋅ Opens 2 PM,59.4118536,24.6768503,ChIJLUpqNgCVkkYRAQp-SV5LFsk,2025-10-25T02:59:42.161908
Estonia,Tallinn,Moto hooldus ja remont,"Randvere tee 118a, 11913 Tallinn, Estonia",5.0,1,+372 5556 0502,,Motorcycle repair shop,,59.4884561,24.8723189,ChIJNYWd0C7tkkYRwy46Tt8Bo2s,2025-10-25T02:59:41.483343
Estonia,Tallinn,Moto24,"Taevakivi tn 1, 13811 Tallinn, Estonia",4.5,214,+372 504 2949,https://moto24.ee/,Motorcycle shop,Closed ⋅ Opens 10 AM,59.4358062,24.8635388,ChIJqR9e9YOVkkYR0NRE-i0y61Y,2025-10-25T02:59:42.161959
Estonia,Tallinn,Motocenter,"Pärnu mnt. 154-2, 11317 Tallinn, Estonia",4.7,36,+372 656 7252,http://www.motokeskus.ee/,Motorcycle dealer,Closed ⋅ Opens 10 AM Mon,59.4091648,24.7333158,ChIJyWsaD2aUkkYRBPNTPlF3k-U,2025-10-25T02:59:42.161953
Estonia,Tallinn,Motodepoo,"Kadaka tee 86a, 12618 Tallinn, Estonia",4.7,821,+372 524 2227,https://www.motodepoo.ee/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,59.400851,24.645761,ChIJN3g31LOVkkYR7HrYEC4P8OI,2025-10-25T02:59:41.483340
Estonia,Tallinn,Motoee Garage & Bikehouse,"Ristiku tn 12a, 10611 Tallinn, Estonia",5.0,87,+372 5833 8411,https://motoee.com/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,59.4369257,24.7198208,ChIJIyJRU82VkkYRXv_k4Y-Pje4,2025-10-25T02:59:41.483316
Estonia,Tallinn,Motoekspert,"Pilvetee tn. 5, 12618 Tallinn, Estonia",4.8,13,+372 5615 7500,http://www.motoekspert.ee/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,59.4071088,24.6555001,ChIJWQ6rKbiUkkYR6PLkmdAG-Ck,2025-10-25T02:59:41.483327
Estonia,Tallinn,Motofy.ee,"maripuu talu, Veneküla, 75325 Harju maakond, Estonia",,0,+372 5346 5136,https://motofy.ee/,Motorcycle repair shop,,59.4173426,24.9151963,ChIJQ-kit3_tkkYR2nXMGkpLRgc,2025-10-25T02:59:42.161931
Estonia,Tallinn,Motohead Garage OÜ,"Vana-Tartu Maantee 69, Peetri, 75312 Harju maakond, Estonia",5.0,10,+372 5558 1838,https://www.facebook.com/profile.php?id=61555525807242,Motorcycle repair shop,,59.3827611,24.8280023,ChIJfQ05qwfrkkYRAbKkj72XsD0,2025-10-25T02:59:41.483324
Estonia,Tallinn,Motokaubad,"Laki tn 7, 10621 Tallinn, Estonia",4.7,82,+372 601 1010,http://www.motokaubad.ee/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,59.4191024,24.6834392,ChIJ4dHgjVuUkkYR1vaAB-1cX1A,2025-10-25T02:59:41.483335
Estonia,Tallinn,Motokaup,"Allika tee 7, Peetri, 75312 Harju maakond, Estonia",5.0,20,+372 621 2625,https://motokaup.ee/,Motorcycle parts store,Closed ⋅ Opens 9 AM Mon,59.3910133,24.8223689,ChIJvVyJAM2VkkYR5Qvlxdyj5Sg,2025-10-25T02:59:42.161864
Estonia,Tallinn,Motokeskus,"Pärnu mnt. 154-2, 11317 Tallinn, Estonia",,0,,,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,59.4091648,24.7333158,ChIJf4jEQQCVkkYRpMlcqry1jfE,2025-10-25T02:59:42.161915
Estonia,Tallinn,Motomarket OÜ,"Sõpruse pst 155, 13417 Tallinn, Estonia",4.6,48,+372 5691 1520,http://motomarket.ee/,Motorcycle shop,Closed ⋅ Opens 2 PM Mon,59.4124896,24.7081055,ChIJv1mDboSVkkYRTXgoWSoMU9g,2025-10-25T02:59:42.790926
Estonia,Tallinn,Motomeedik OÜ,"Vahtra tn 5, 11611 Tallinn, Estonia",,0,+372 5342 6789,https://motomeedik.ee/,Motorcycle repair shop,,59.3866067,24.6697018,ChIJT6iW9VCVkkYRnmw5Hrr7W6E,2025-10-25T02:59:42.161967
Estonia,Tallinn,Motonet,"Tähesaju tee 14, 13917 Tallinn, Estonia",4.6,1756,+372 5368 2250,https://www.motonet.ee/,Car accessories store,Closed ⋅ Opens 9 AM,59.4425165,24.8609145,ChIJK-eAJurskkYRDCuqQL9SUCA,2025-10-25T02:59:42.790936
Estonia,Tallinn,Motospirit OÜ,"Käokäpa tee 5, 11914 Tallinn, Estonia",5.0,6,+372 510 7305,,Motorcycle repair shop,,59.48565,24.8870983,ChIJK3-plEbtkkYRMCF7A8ZHjzo,2025-10-25T02:59:42.161848
Estonia,Tallinn,Motostation Motorcycle Shop,"Masina tn 1, 10113 Tallinn, Estonia",5.0,14,+372 508 9839,https://motostation.ee/,Motorcycle parts store,Closed ⋅ Opens 10 AM Mon,59.4267437,24.7745019,ChIJs14k57aVkkYRRHl0kpWPzaE,2025-10-25T02:59:41.483361
Estonia,Tallinn,"Motoworks | Mootorratta remont, hooldus, varuosad","Väike-Männiku tn 4, 11216 Tallinn, Estonia",4.9,48,+372 5559 5315,https://motoworks.ee/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,59.3701464,24.7179111,ChIJM5PvopeVkkYRUeTg4ItHo8c,2025-10-25T02:59:41.483319
Estonia,Tallinn,ONECLICK – Racing Suspension,"Tuleviku tee 2, Peetri, 75312 Harju maakond, Estonia",5.0,3,+372 527 9471,https://oneclick.com.ee/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,59.3989262,24.8160422,ChIJ-ek74mrrkkYRNvFJEvHlfHk,2025-10-25T02:59:42.161841
Estonia,Tallinn,Pirita Moto OÜ,"Purje tn 8, 11911 Tallinn, Estonia",5.0,4,+372 5623 9683,https://www.piritamoto.ee/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,59.4661347,24.8255028,ChIJA8VdJ02TkkYRSEJEyi5OUs8,2025-10-25T02:59:42.161885
Estonia,Tallinn,Pro Shop LLC,"Pärnu mnt. 139E-1, 11317 Tallinn, Estonia",4.8,88,+372 5566 4566,http://www.velohunt.ee/,Bicycle Shop,Closed ⋅ Opens 10 AM,59.4041695,24.7313203,ChIJCXS67c3skkYRnJCZaP8sMrw,2025-10-25T02:59:42.790924
Estonia,Tallinn,Renard Motorcycles,"Telliskivi tn 62, 10412 Tallinn, Estonia",5.0,4,+372 564 4822,https://renardmotorcycles.com/,Motorcycle shop,,59.4407388,24.731346,ChIJi25ZzHSTkkYRoOgaZcNv42s,2025-10-25T02:59:42.790931
Estonia,Tallinn,Renard Speed Shop,"Telliskivi tn 62, 10412 Tallinn, Estonia",4.7,161,+372 564 4822,https://www.renardspeedshop.com/,Motorcycle shop,Closed ⋅ Opens 10 AM Mon,59.440785,24.7311791,ChIJIQ-GuH2TkkYRpik57WeOE3s,2025-10-25T02:59:41.483359
Estonia,Tallinn,Rendimehaanik,"Salve tn 3, 11612 Tallinn, Estonia",5.0,1,+372 5905 2872,http://rendimehaanik.ee/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,59.3808088,24.6593308,ChIJG68eWwCVkkYRGt59CLzSJ4o,2025-10-25T02:59:42.161806
Estonia,Tallinn,Sea Trading OÜ,"Lobjaka tn 29, 10618 Tallinn, Estonia",5.0,1,+372 509 1750,https://www.e-krediidiinfo.ee/10636749-SEA%20TRADING%20O%C3%9C,Motorcycle repair shop,,59.4213517,24.6729939,ChIJqc0X5meUkkYRm1qvCM5pAGs,2025-10-25T02:59:42.161855
Estonia,Tallinn,Senchukoff Garage,"Tuha tn 3D, 11414 Tallinn, Estonia",4.8,25,+372 600 0113,http://www.senchukoffgarage.com/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,59.4287229,24.7971951,ChIJlz9S9vzskkYRB6pGu4oSm7s,2025-10-25T02:59:41.483349
Estonia,Tallinn,Starmoto OÜ,"Akadeemia tee 78, 13520 Tallinn, Estonia",4.5,288,+372 655 7360,https://www.starmoto.ee/,Motorcycle parts store,Closed ⋅ Opens 10 AM Mon,59.406349,24.652534,ChIJNWTId8yVkkYRfsJQgBe9pdI,2025-10-25T02:59:42.161873
Estonia,Tallinn,StreetMOTO OÜ,"Pärnu mnt. 323, 11620 Tallinn, Estonia",4.8,184,+372 526 7000,https://www.streetmoto.ee/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,59.3841665,24.6726724,ChIJUVeXkw6VkkYR7K-22AKJWYQ,2025-10-25T02:59:41.483332
Estonia,Tallinn,TM Choppers,"Tuuleveski tn 61, 10618 Tallinn, Estonia",5.0,13,+372 509 1750,,Motorcycle repair shop,,59.4213577,24.6731211,ChIJq7WlNUOUkkYR7hkl1eO_6VI,2025-10-25T02:59:41.483312
Estonia,Tallinn,Tehnikatuba,"Masina tn 1, 10113 Tallinn, Estonia",5.0,3,+372 5699 9061,https://tehnikatuba.ee/,Motorcycle repair shop,,59.4264161,24.7743416,ChIJnxN_cwCTkkYRs3q-3eU-mDM,2025-10-25T02:59:41.483330
Estonia,Tallinn,Tropini Racing,"Paldiski mnt 17, 10137 Tallinn, Estonia",,0,+372 5345 0072,,Motorcycle repair shop,,59.4346524,24.7275766,ChIJL5G4JsaVkkYRKd87aDI22fA,2025-10-25T02:59:42.161923
Estonia,Tallinn,Velt Motocenter,"Laki tn 16, 10621 Tallinn, Estonia",4.2,181,+372 5199 9799,http://www.veltmotocenter.ee/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,59.4177695,24.6795617,ChIJUSnGlcOUkkYRoez3ICYWpCM,2025-10-25T02:59:41.483351
Estonia,Tallinn,Velt Motohooldus,"Laki tn 16, 10621 Tallinn, Estonia",,0,+372 5665 7255,https://www.veltmotocenter.ee/motohooldus-hoolduskeskused,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,59.4178896,24.6795939,ChIJBawPEhmVkkYRRuhiZ_YZYwM,2025-10-25T02:59:42.161893
Estonia,Tallinn,Voltride,"Telliskivi tn 57D, 10412 Tallinn, Estonia",4.3,114,+372 600 4099,https://voltride.com/et/,Electronics store,Closed ⋅ Opens 10 AM Mon,59.439554,24.726644,ChIJ3xn36-qTkkYRumdj7SBIl7U,2025-10-25T02:59:42.790934
Estonia,Tallinn,Vugtec oü,"Härgmäe tn 9, 13525 Tallinn, Estonia",,0,+372 525 3603,https://www.vugtec.com/,Motorcycle repair shop,,59.3960795,24.6005048,ChIJ0Zpy3HiVkkYRsYIe-PmLwag,2025-10-25T02:59:42.161946
Estonia,Tallinn,Zalupa customs,"J. Koorti tn 23, 13612 Tallinn, Estonia",4.7,13,,,Auto repair shop,,59.4425519,24.836425,ChIJXw4hOwAl70YRhPib2K3E7_Y,2025-10-25T02:59:42.790901
Finland,Helsinki,A-moottori Oy,"Haukilahdenkatu 2, 00550 Helsinki, Finland",5.0,9,+358 40 5619636,http://www.a-moottori.com/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,60.1989301,24.9630641,ChIJA7-fv50JkkYR7uo8MVMnCYM,2025-10-25T02:59:01.448369
Finland,Helsinki,Adiventures,"Kytkintie 51, 00770 Helsinki, Finland",5.0,29,+358 45 8048441,http://www.adiventures.fi/,Motorcycle repair shop,Closed ⋅ Opens 12 PM,60.2615867,25.060152,ChIJ9YZx-ssJkkYRwECtaNzUzac,2025-10-25T02:59:03.365642
Finland,Helsinki,Alastaron Moottoriparkki Oy,"Kornetintie 10, 00380 Helsinki, Finland",,0,+358 10 3228000,https://www.moottoriparkki.fi/,Motorcycle repair shop,,60.2167079,24.8736442,ChIJBwl1tRv2jUYRi5NvlSxe2aI,2025-10-25T02:59:01.448442
Finland,Helsinki,Barrel Bikes,"Sahaajankatu 7, 00880 Helsinki, Finland",5.0,4,+358 40 5179798,http://www.barrelbikes.fi/osoite.html,Motorcycle repair shop,Closed ⋅ Opens 10 AM Wed,60.2019874,25.0477838,ChIJU1ob2DEJkkYRetGc5gdEWiQ,2025-10-25T02:59:01.448346
Finland,Helsinki,Bicyclean Helsinki,"Luotsikatu 14, 00160 Helsinki, Finland",5.0,176,+358 44 2915331,http://www.bicycleanhelsinki.com/,Bicycle Shop,Closed ⋅ Opens 10 AM,60.1678845,24.9669065,ChIJcxBLZsMLkkYRSIa92y3qe5g,2025-10-25T02:59:01.448431
Finland,Helsinki,Bike Company Oy,"Uudenkaupungintie 5, 00350 Helsinki, Finland",4.9,49,+358 45 3321685,http://www.bikecompany.fi/,Bicycle Shop,Closed ⋅ Opens 10 AM,60.2036333,24.8664235,ChIJaR9x3iUKkkYRZXRpDJt-_As,2025-10-25T02:59:02.550131
Finland,Helsinki,Biketeam Vanda,"Antaksentie 4, 01510 Vantaa, Finland",4.3,401,+358 20 7417217,https://www.biketeam.fi/?utm_source=google&utm_medium=organic&utm_campaign=GMB,Motorcycle repair shop,Closed ⋅ Opens 10 AM,60.2949075,24.9499441,ChIJDZexyRr4jUYRR5eQpXZPBcA,2025-10-25T02:59:03.365704
Finland,Helsinki,Classic Bike,"Toivonkatu 1, 00250 Helsinki, Finland",4.2,120,+358 50 4655989,http://www.classicbike.fi/,Bicycle Shop,Closed ⋅ Opens 10 AM,60.1844173,24.9247099,ChIJafKRKTEKkkYRyvANJPiv-bE,2025-10-25T02:59:02.550158
Finland,Helsinki,Cycland,"Viipurinkatu 1 B, 00510 Helsinki, Finland",5.0,52,+358 44 7298014,https://cycland.fi/,Bicycle Shop,Closed ⋅ Opens 10 AM Mon,60.190764,24.9469946,ChIJXYbCAg8JkkYRvVhjBSgE4Xo,2025-10-25T02:59:01.448425
Finland,Helsinki,Cycle Center Finland,"Helsinginkatu 9, 00500 Helsinki, Finland",3.6,116,+358 100 84215,http://www.cyclecenter.fi/,Bicycle Shop,Closed ⋅ Opens 10 AM,60.1875159,24.9571456,ChIJx-3xFH8JkkYRj5GUQhjnQNM,2025-10-25T02:59:02.550112
Finland,Helsinki,Ecobike,"Savilankatu 1b, 00250 Helsinki, Finland",4.9,19,+358 40 0844358,http://www.ecobike.fi/index.en.html,Bicycle Shop,Closed ⋅ Opens 2:15 PM Mon,60.1874035,24.9204028,ChIJLZqc2CYKkkYRQzHMm9YOOv8,2025-10-25T02:59:02.550148
Finland,Helsinki,Espoon Race Service,"Rajamaankaari 12 Halli 4, 02970 Espoo, Finland",4.4,27,+358 40 5275097,http://www.raceservice.fi/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,60.2944259,24.765747,ChIJVSpUMVD2jUYRNe2DSm5eKt0,2025-10-25T02:59:03.365669
Finland,Helsinki,Espoon motoville Oy,"Järvisilta 2, 02300 Espoo, Finland",4.7,38,+358 40 0940610,http://www.motoville.fi/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,60.1551783,24.6738738,ChIJ89DcWMH0jUYREpIT1jmvXNQ,2025-10-25T02:59:03.365633
Finland,Helsinki,Euromaster Helsinki Punavuori,"Perämiehenkatu 11, 00150 Helsinki, Finland",4.9,38,+358 9 70022357,https://www.euromaster.fi/palvelupisteet/uusimaa/helsinki/euromaster-helsinki-punavuori?utm_source=Google&utm_medium=organic&utm_campaign=Uberall_GBP&utm_content=LDS&utm_term=Uberall_GBP,Tire shop,Closed ⋅ Opens 8 AM Mon,60.15931,24.93463,ChIJI5rXKLQLkkYR_NJ6FFuOUp4,2025-10-25T02:59:03.365637
Finland,Helsinki,Euromaster Helsinki Viikki,"Jokisuuntie 4, 00560 Helsinki, Finland",4.1,101,+358 9 70022335,https://www.euromaster.fi/palvelupisteet/uusimaa/helsinki/euromaster-helsinki-viikki?utm_source=Google&utm_medium=organic&utm_campaign=Uberall_GBP&utm_content=LDS&utm_term=Uberall_GBP,Tire shop,Closed ⋅ Opens 8 AM Mon,60.21829,24.9888901,ChIJyS029jgPkkYRCMVr0ycw9Jw,2025-10-25T02:59:02.550178
Finland,Helsinki,Filla Bicycles,"Pihlajatie 3, 00270 Helsinki, Finland",4.7,14,+358 40 7582811,https://fillabicycles.com/,Bicycle Shop,,60.1919125,24.9075335,ChIJdT5v4tALkkYR1KDSRkFYyXM,2025-10-25T02:59:03.365693
Finland,Helsinki,Hard Days Service,"Heidehofintie 4, 01380 Vantaa, Finland",4.4,12,+358 40 0987441,http://www.harddaysservice.fi/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,60.2853149,25.0479388,ChIJO_dLHiIHkkYRQIV3u2UyL04,2025-10-25T02:59:03.365676
Finland,Helsinki,"Harley ja Triumph huolto, varaosat","Lämmittäjänkatu 6, 00880 Helsinki, Finland",4.9,42,+358 44 7507251,https://www.freebirdmotorcycles.fi/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,60.2004846,25.0396868,ChIJqa6lhzAJkkYRESBGPLiIbeQ,2025-10-25T02:59:01.448318
Finland,Helsinki,Helsinki,"Mekaanikonkatu 19, 00880 Helsinki, Finland",5.0,6,+358 44 9828688,https://www.menvaraosat.fi/,Racing car parts store,Closed ⋅ Opens 9 AM Mon,60.204919,25.0495807,ChIJFdP_PdYJkkYRgRdy8diZULw,2025-10-25T02:59:03.365683
Finland,Helsinki,Helsinki Rengas,"Jokisuunkuja 2, 00560 Helsinki, Finland",4.4,90,+358 3 06358326,https://www.helsinkirengas.fi/,Tire shop,Closed ⋅ Opens 8 AM Mon,60.2186797,24.9874604,ChIJDV2tZQcJkkYRY4XJe4mERqk,2025-10-25T02:59:03.365698
Finland,Helsinki,Hi5Bikes,"Levytie 6B, 00880 Helsinki, Finland",4.7,247,+358 40 0970816,http://www.hi5bikes.fi/,Bicycle Shop,Closed ⋅ Opens 10 AM,60.2123949,25.0479354,ChIJiRNrkTYJkkYRwGldFJcs8BE,2025-10-25T02:59:02.550182
Finland,Helsinki,Hot Bike,"Verkkosaarenkatu 2, 00580 Helsinki, Finland",4.8,149,+358 9 7017673,http://www.hotbike.fi/hotbike.html,Motorcycle repair shop,Closed ⋅ Opens 10 AM,60.1907676,24.9770403,ChIJeYIRT-cLkkYRI2dNZ5CYWZM,2025-10-25T02:59:01.448275
Finland,Helsinki,JL Bike Oy,"Rajamaankaari 13, 02970 Espoo, Finland",4.7,112,+358 50 5972928,http://www.jlbike.fi/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,60.294392,24.7638501,ChIJZcKlOowHkkYRDEZJMARZiOM,2025-10-25T02:59:03.365658
Finland,Helsinki,Kumiluoti,"Helsinginkatu 24, 00530 Helsinki, Finland",4.7,68,+358 44 2725684,http://kumiluoti.fi/,Bicycle Shop,Closed ⋅ Opens 10 AM Mon,60.1864072,24.950371,ChIJQz-_iH8JkkYRpAkoxKXtfhQ,2025-10-25T02:59:02.550122
Finland,Helsinki,Larunpyora.com,"Lauttasaarentie 50 E, 00200 Helsinki, Finland",4.1,305,+358 10 2291799,https://www.larunpyora.com/,Bicycle Shop,Closed ⋅ Opens 10 AM,60.1612627,24.8680016,ChIJM9y0yGUKkkYRpHwukkDM6W8,2025-10-25T02:59:02.550205
Finland,Helsinki,Lång & Aronen Racing Oy,"Hommaksenkuja 1, 01740 Vantaa, Finland",4.7,136,+358 50 4752774,https://www.laracing.fi/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,60.2960488,24.8801674,ChIJQRnYin_3jUYRdNCoMWBTfeA,2025-10-25T02:59:02.550193
Finland,Helsinki,MP-Pitstop,"Marmoritie 1, 00710 Helsinki, Finland",4.4,35,+358 40 5319017,http://www.purkuosat.net/,Motorcycle parts store,,60.2386298,25.0183244,ChIJsejAo_YIkkYRfEsmWAsbeT8,2025-10-25T02:59:02.550104
Finland,Helsinki,Mossa Racing / Autokorjaamo,"Simppukarinkatu 5 B, 00810 Helsinki, Finland",4.4,78,+358 45 2584848,http://mossaracing.fi/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,60.1875098,25.0274069,ChIJ0yKlSk8JkkYRU8JQ0qnkb74,2025-10-25T02:59:01.448419
Finland,Helsinki,Motokka,"Tiistinniityntie 6 B 27, 02230 Espoo, Finland",4.7,21,+358 40 4103742,http://www.motokka.fi/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,60.1613513,24.7289302,ChIJpVOPtFvzjUYRwSdQULQQNeA,2025-10-25T02:59:03.365653
Finland,Helsinki,Motokorner,"Lähdepuistontie 24 H 12, 01230 Vantaa, Finland",,0,+358 44 2400694,,Motorcycle repair shop,,60.2632614,25.1031243,ChIJq6qqqiX7jUYR0UYvw3BHxUs,2025-10-25T02:59:03.365688
Finland,Helsinki,Motonet,"Putkitie 3, 00880 Helsinki, Finland",4.2,1859,+358 3 062120,https://www.motonet.fi/,Auto parts store,Closed ⋅ Opens 9 AM,60.2102959,25.0558895,ChIJFy_CTygJkkYRGL85zlgOS88,2025-10-25T02:59:01.448452
Finland,Helsinki,Motonet Helsinki Konala,"Ristipellontie 19, 00390 Helsinki, Finland",4.2,1616,+358 3 062120,https://www.motonet.fi/,Auto parts store,Closed ⋅ Opens 9 AM,60.2413507,24.8477729,ChIJaW5MsVr2jUYR_Nei0_Wy864,2025-10-25T02:59:03.365647
Finland,Helsinki,Mountain Bike Shop,"Hernepellonkuja 12, 00560 Helsinki, Finland",4.4,60,+358 9 710630,http://www.mountainbikeshop.fi/,Bicycle Shop,Closed ⋅ Opens 10 AM Mon,60.2225156,24.9918552,ChIJW50FBIEJkkYRWfqkF_YjIBY,2025-10-25T02:59:03.365711
Finland,Helsinki,Nice Bike Pyörähuolto,"Eerikinkatu 46, 00180 Helsinki, Finland",4.9,357,+358 45 2250669,https://www.nicebike.fi/,Bicycle repair shop,Closed ⋅ Opens 10 AM Mon,60.1641943,24.9270442,ChIJySA93EsKkkYR9X7EV3m2KGQ,2025-10-25T02:59:01.448463
Finland,Helsinki,Onnipyörä Helsinki Pasila,"Fredikanterassi 1, 00520 Helsinki, Finland",5.0,15,+358 10 7785902,http://www.onnipyora.fi/,Bicycle Shop,Closed ⋅ Opens 10 AM Mon,60.1978245,24.9313716,ChIJ38XAIxYJkkYR6HwgT23amuM,2025-10-25T02:59:01.448458
Finland,Helsinki,PJP-Huolto,"Sienitie 48, 00720 Helsinki, Finland",4.7,59,+358 46 5969724,http://www.mp-huoltohelsinki.fi/,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM Mon,60.2729517,25.079007,ChIJV7aeczsGkkYRFCGww0vn0Q4,2025-10-25T02:59:02.550173
Finland,Helsinki,PROOT CYCLE,"Kääpätie 6 E, 00760 Helsinki, Finland",4.5,24,+358 40 8397079,http://www.prootcycle.fi/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,60.2709082,25.0749323,ChIJ88LSg-MJkkYRSXiM5PD-gfk,2025-10-25T02:59:02.550199
Finland,Helsinki,Pelago Bicycles,"Kalevankatu 32, 00100 Helsinki, Finland",4.4,65,+358 45 6572069,https://www.pelagobicycles.com/,Bicycle Shop,Closed ⋅ Opens 11 AM,60.1653505,24.9327689,ChIJ1-caw8oLkkYRvcn4h202Y2Q,2025-10-25T02:59:02.550152
Finland,Helsinki,Prätkäpaja,"Jarrutie 1, 00770 Helsinki, Finland",4.3,196,+358 40 0494177,http://www.pratkapaja.fi/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,60.2528845,25.0617749,ChIJiQABbpkIkkYRsNNlebmLuIU,2025-10-25T02:59:03.365664
Finland,Helsinki,Pyörien Pyörä,"Hämeentie 150, 00560 Helsinki, Finland",4.7,129,+358 44 7366057,https://www.pyorienpyora.fi/,Bicycle Shop,Closed ⋅ Opens 11 AM,60.2103563,24.9763749,ChIJCw53dacJkkYRO6jh4yEGl50,2025-10-25T02:59:01.448469
Finland,Helsinki,REDGO Hinauspalvelu ja Tiepalvelu (ex-Falck),"Läkkisepäntie 23, 00620 Helsinki, Finland",4.8,1664,+358 100 2400,https://www.redgo.fi/?utm_source=GMB&utm_medium=website,Car repair and maintenance service,Open 24 hours,60.2204696,24.9438304,ChIJY05hPGcIkkYRsl1uuuiE5HE,2025-10-25T02:59:02.550188
Finland,Helsinki,Raikko & Reikko Oy,"Ristipellontie 18, 00390 Helsinki, Finland",5.0,1,+358 9 5483693,https://www.superhuolto.fi/,Motorcycle repair shop,,60.241398,24.8440804,ChIJPZzhvVr2jUYRl8p6LSPjifg,2025-10-25T02:59:01.448437
Finland,Helsinki,Ratarengas Oy,"Opastinsilta 6, 00520 Helsinki, Finland",,0,+358 50 3597204,,Motorcycle repair shop,,60.1994932,24.9393916,ChIJG10vIpAJkkYR4Mvi-TvkDaY,2025-10-25T02:59:01.448413
